GeneId,Prediction
1,0.452095121
2,0.577611983
3,0.982213378
4,0.154500201
5,0.12081328
6,0.833513558
7,0.067203037
8,0.066342585
9,0.919064581
10,0.061498635
11,0.803055644
12,0.890529633
13,0.057021942
14,0.645036101
15,0.897217453
16,0.999356627
17,0.565666497
18,0.895523131
19,0.970411599
20,0.475505471
21,0.61748898
22,0.10924571
23,0.92128098
24,0.111553133
25,0.114185676
26,0.974025965
27,0.028723637
28,0.459095478
29,0.275656253
30,0.990675747
31,0.77841723
32,0.040186871
33,0.130114332
34,0.955046713
35,0.660002708
36,0.225997373
37,0.107773088
38,0.132380843
39,0.409738809
40,0.028107002
41,0.574171066
42,0.36802423
43,0.970244169
44,0.678453505
45,0.996946871
46,0.960113883
47,0.73590517
48,0.816622615
49,0.969703436
50,0.220010161
51,0.967679739
52,0.413063437
53,0.826341152
54,0.938688636
55,0.983868897
56,0.986338437
57,0.031477168
58,0.574797809
59,0.819321573
60,0.85258466
61,0.567955256
62,0.149957091
63,0.560495794
64,0.884752095
65,0.082354553
66,0.522619069
67,0.881729484
68,0.133963436
69,0.724957824
70,0.933817625
71,0.019342337
72,0.165677756
73,0.033871558
74,0.639065683
75,0.187967464
76,0.10262727
77,0.134363502
78,0.949992299
79,0.68813324
80,0.938731134
81,0.983373702
82,0.104444645
83,0.853779972
84,0.984357178
85,0.859490931
86,0.951422691
87,0.956388295
88,0.031510197
89,0.993072212
90,0.06921155
91,0.810106754
92,0.2692357
93,0.133304611
94,0.565603256
95,0.94428277
96,0.928450823
97,0.557710826
98,0.951847136
99,0.573839724
100,0.666376472
101,0.926089585
102,0.877333403
103,0.947346628
104,0.830374718
105,0.275580466
106,0.921946108
107,0.88924551
108,0.882671654
109,0.822697878
110,0.608386278
111,0.050491158
112,0.823044121
113,0.970736623
114,0.707737386
115,0.863413215
116,0.130671754
117,0.831402183
118,0.934758067
119,0.064750545
120,0.855813622
121,0.06228742
122,0.914207876
123,0.037665751
124,0.909381926
125,0.774680436
126,0.748685241
127,0.586062908
128,0.029431282
129,0.940646052
130,0.70704931
131,0.064510494
132,0.181078896
133,0.986963987
134,0.084754325
135,0.100516528
136,0.361304402
137,0.871521294
138,0.87494278
139,0.49311468
140,0.094914287
141,0.847595513
142,0.938955128
143,0.242040336
144,0.154612944
145,0.937396467
146,0.691155612
147,0.735034585
148,0.899091244
149,0.810703278
150,0.76724112
151,0.858680606
152,0.090517759
153,0.762554526
154,0.706403732
155,0.202635512
156,0.785515845
157,0.957461298
158,0.938059449
159,0.78316319
160,0.964158654
161,0.194320515
162,0.9521209
163,0.985146582
164,0.13600193
165,0.899370909
166,0.065451488
167,0.997944772
168,0.711432517
169,0.315694451
170,0.595259607
171,0.087187864
172,0.090073958
173,0.41695416
174,0.933230996
175,0.808047533
176,0.795654953
177,0.859851956
178,0.703706563
179,0.11725048
180,0.069407508
181,0.272382528
182,0.069406867
183,0.663147688
184,0.80360204
185,0.886174619
186,0.892859638
187,0.856013894
188,0.978538454
189,0.947119117
190,0.982395232
191,0.535683155
192,0.919591308
193,0.210351288
194,0.110643588
195,0.776299477
196,0.709935904
197,0.401664346
198,0.924468398
199,0.353983164
200,0.967709541
201,0.854223967
202,0.035569832
203,0.158257127
204,0.045996841
205,0.114729784
206,0.932200968
207,0.897575736
208,0.993305564
209,0.255604148
210,0.913968742
211,0.029904069
212,0.091350675
213,0.990343869
214,0.977558792
215,0.750471711
216,0.194363222
217,0.211187899
218,0.468074083
219,0.213701397
220,0.193991378
221,0.640793264
222,0.962069571
223,0.928447962
224,0.628023148
225,0.104675174
226,0.732208073
227,0.527781129
228,0.08324255
229,0.076173402
230,0.059637181
231,0.752816498
232,0.067777246
233,0.960124075
234,0.064449087
235,0.861747503
236,0.224666432
237,0.089475244
238,0.887790322
239,0.488438278
240,0.087281816
241,0.056256454
242,0.910062194
243,0.830362082
244,0.946652651
245,0.754089892
246,0.911280513
247,0.747673333
248,0.996975541
249,0.723748803
250,0.983152926
251,0.835848689
252,0.124694012
253,0.116074637
254,0.098397344
255,0.695572972
256,0.114507332
257,0.862908423
258,0.377567559
259,0.818655849
260,0.921571314
261,0.121631131
262,0.739044964
263,0.973213613
264,0.764205575
265,0.621517718
266,0.970757842
267,0.917706609
268,0.088616185
269,0.921525717
270,0.066738278
271,0.824246585
272,0.09440805
273,0.831274986
274,0.839961052
275,0.034155779
276,0.982857108
277,0.205493689
278,0.990384817
279,0.799481034
280,0.048543993
281,0.905097544
282,0.339799911
283,0.071409464
284,0.406470537
285,0.999223769
286,0.958534479
287,0.434904635
288,0.108373307
289,0.040913481
290,0.017480493
291,0.00225833
292,0.956298351
293,0.032461558
294,0.050777804
295,0.100949921
296,0.834232748
297,0.90278089
298,0.366109282
299,0.992449045
300,0.704888046
301,0.087687485
302,0.936863363
303,0.696157217
304,0.428911775
305,0.398723364
306,0.119534045
307,0.97635895
308,0.863881826
309,0.646437645
310,0.287612379
311,0.954400063
312,0.752284586
313,0.694893539
314,0.059481002
315,0.107146323
316,0.741313279
317,0.96268487
318,0.948077798
319,0.894272923
320,0.098213561
321,0.850022554
322,0.818144679
323,0.521252275
324,0.637784541
325,0.766777158
326,0.940141737
327,0.077591099
328,0.927030444
329,0.617446542
330,0.937965274
331,0.932037413
332,0.881882787
333,0.058896434
334,0.096017562
335,0.132380381
336,0.926841557
337,0.965699971
338,0.962290227
339,0.569344461
340,0.750163138
341,0.996093571
342,0.401678205
343,0.122118585
344,0.023363676
345,0.98331362
346,0.948042691
347,0.881177545
348,0.027649526
349,0.202533513
350,0.77894634
351,0.066491425
352,0.441908091
353,0.576998293
354,0.946371555
355,0.275479704
356,0.139344558
357,0.521488845
358,0.927164435
359,0.901546299
360,0.968591332
361,0.545192897
362,0.946094513
363,0.065627307
364,0.329471409
365,0.055723585
366,0.982878149
367,0.981833637
368,0.114335008
369,0.184161469
370,0.454683483
371,0.917269945
372,0.08492481
373,0.15320833
374,0.930120349
375,0.456482023
376,0.468977302
377,0.999073148
378,0.31954217
379,0.05419603
380,0.056899074
381,0.801723301
382,0.284753174
383,0.100898929
384,0.087444
385,0.829412222
386,0.104381509
387,0.938513875
388,0.895871341
389,0.649640262
390,0.719147027
391,0.919031084
392,0.825026274
393,0.83230412
394,0.089873239
395,0.153738081
396,0.994070113
397,0.681926131
398,0.528983414
399,0.945428789
400,0.970330179
401,0.904914498
402,0.898252785
403,0.847685814
404,0.360398442
405,0.440183967
406,0.967786431
407,0.969615102
408,0.475553751
409,0.98171854
410,0.947777987
411,0.328133464
412,0.791060448
413,0.062705457
414,0.071163319
415,0.51405257
416,0.916879833
417,0.721974432
418,0.076154433
