GeneId,Prediction
1,0.437097907
2,0.613499224
3,0.988955796
4,0.107872605
5,0.156463325
6,0.824963987
7,0.04366051
8,0.041093249
9,0.905857265
10,0.043660905
11,0.756915092
12,0.858895957
13,0.054385435
14,0.710921705
15,0.849396408
16,0.999863446
17,0.542261124
18,0.815440655
19,0.962336779
20,0.581459939
21,0.511098385
22,0.20482935
23,0.928694248
24,0.072327517
25,0.114310101
26,0.973808527
27,0.027439548
28,0.460166126
29,0.240984559
30,0.988127947
31,0.809199274
32,0.042849977
33,0.075764537
34,0.925535679
35,0.690959513
36,0.187322944
37,0.129193425
38,0.157058179
39,0.442920744
40,0.025148172
41,0.627624333
42,0.414081156
43,0.970020354
44,0.67148149
45,0.997576892
46,0.933089912
47,0.68018198
48,0.812871456
49,0.955811083
50,0.178763479
51,0.96993351
52,0.373199254
53,0.76980257
54,0.924748182
55,0.987330079
56,0.984612882
57,0.024610318
58,0.539942622
59,0.785842538
60,0.880738318
61,0.596636176
62,0.117037907
63,0.482975423
64,0.883078098
65,0.047458228
66,0.564539373
67,0.900917232
68,0.139796793
69,0.849117815
70,0.922304928
71,0.008931153
72,0.274656177
73,0.035730824
74,0.488144696
75,0.12556453
76,0.123059325
77,0.181940794
78,0.929870844
79,0.604931772
80,0.928133845
81,0.989801705
82,0.075521193
83,0.883704484
84,0.975816846
85,0.893070459
86,0.914227366
87,0.967459798
88,0.023073114
89,0.995006025
90,0.031665888
91,0.748344421
92,0.275182575
93,0.150332153
94,0.529680669
95,0.944832206
96,0.953399539
97,0.388949305
98,0.953478634
99,0.552213311
100,0.650519907
101,0.931602061
102,0.835672259
103,0.955287337
104,0.877842844
105,0.145963296
106,0.930215776
107,0.905038476
108,0.889671147
109,0.854877472
110,0.618440211
111,0.031400733
112,0.72179985
113,0.983548462
114,0.725707054
115,0.81763941
116,0.179233447
117,0.748654187
118,0.929370224
119,0.059446909
120,0.905121267
121,0.064108446
122,0.944778919
123,0.024536928
124,0.880943358
125,0.798234403
126,0.825865388
127,0.511214018
128,0.029737921
129,0.936627984
130,0.760589242
131,0.05823886
132,0.191146433
133,0.986656189
134,0.041427955
135,0.039275266
136,0.338485867
137,0.811984122
138,0.861662984
139,0.521510541
140,0.051467516
141,0.82642442
142,0.917501211
143,0.343648255
144,0.177721635
145,0.935910642
146,0.72625196
147,0.813433707
148,0.885855019
149,0.804596126
150,0.795513213
151,0.894546688
152,0.089527294
153,0.843783498
154,0.608371615
155,0.110672101
156,0.86485827
157,0.965939105
158,0.950889349
159,0.842705131
160,0.952587366
161,0.138305157
162,0.954609215
163,0.99123019
164,0.139368951
165,0.924030125
166,0.060080294
167,0.998981178
168,0.639089286
169,0.303695709
170,0.583643317
171,0.10912288
172,0.038732123
173,0.470384568
174,0.886482
175,0.790731728
176,0.771895051
177,0.863546491
178,0.747540057
179,0.115268923
180,0.071767107
181,0.271227449
182,0.039988756
183,0.7198264
184,0.91445291
185,0.837660789
186,0.911092997
187,0.880508602
188,0.992209196
189,0.966614723
190,0.987059176
191,0.567264974
192,0.923821807
193,0.189838588
194,0.133309111
195,0.648101032
196,0.679687917
197,0.331391603
198,0.920832276
199,0.402361542
200,0.964947879
201,0.943755984
202,0.024380475
203,0.132938191
204,0.041222986
205,0.173800349
206,0.940276623
207,0.879216075
208,0.990231693
209,0.202344283
210,0.861990392
211,0.027755294
212,0.075106777
213,0.992126763
214,0.989344776
215,0.764077365
216,0.21256119
217,0.186108068
218,0.436503261
219,0.141636893
220,0.175243601
221,0.797439456
222,0.967513442
223,0.917776287
224,0.533350348
225,0.107643969
226,0.778049529
227,0.538591981
228,0.110354185
229,0.034526449
230,0.025948569
231,0.769708455
232,0.067245439
233,0.941867232
234,0.030481493
235,0.863981903
236,0.234768584
237,0.082339294
238,0.864711761
239,0.390637189
240,0.086068526
241,0.032164682
242,0.880528629
243,0.80449748
244,0.964203954
245,0.780897439
246,0.931410134
247,0.830117822
248,0.988729358
249,0.739009261
250,0.978652418
251,0.834082723
252,0.113956466
253,0.107131675
254,0.120819651
255,0.696925163
256,0.086274445
257,0.869794607
258,0.401980728
259,0.816600382
260,0.899986148
261,0.075165994
262,0.816684783
263,0.985136032
264,0.722140491
265,0.522426844
266,0.940251768
267,0.835059941
268,0.101718426
269,0.906520009
270,0.069001958
271,0.824629068
272,0.101878963
273,0.840220869
274,0.903222978
275,0.024262998
276,0.978960633
277,0.193719551
278,0.989883602
279,0.808785558
280,0.038112115
281,0.891407669
282,0.419000298
283,0.063834175
284,0.431504011
285,0.998143554
286,0.963250399
287,0.354725957
288,0.077798769
289,0.045662828
290,0.009097164
291,0.001197919
292,0.931021333
293,0.034028959
294,0.045022234
295,0.109109297
296,0.835352361
297,0.942004561
298,0.421112567
299,0.993604004
300,0.648076773
301,0.064077213
302,0.950294316
303,0.725805819
304,0.484417319
305,0.387892395
306,0.065411657
307,0.978270769
308,0.885938406
309,0.687658668
310,0.321405679
311,0.950925708
312,0.729919851
313,0.763164937
314,0.099163659
315,0.092660673
316,0.758972645
317,0.968966186
318,0.963187993
319,0.936595321
320,0.0605487
321,0.770295918
322,0.900526285
323,0.580543339
324,0.539519131
325,0.749601066
326,0.907895088
327,0.074852556
328,0.950914383
329,0.692817986
330,0.932137489
331,0.960708499
332,0.914814115
333,0.05439651
334,0.077844962
335,0.087757453
336,0.920904219
337,0.971656263
338,0.954334378
339,0.55176574
340,0.728506148
341,0.995934904
342,0.369381607
343,0.123810396
344,0.019751608
345,0.987919152
346,0.948317707
347,0.929902732
348,0.012392098
349,0.202616319
350,0.802385628
351,0.074034281
352,0.511761189
353,0.589346945
354,0.957074642
355,0.248458624
356,0.132441506
357,0.539281487
358,0.950520039
359,0.93586421
360,0.968826354
361,0.495323539
362,0.976557493
363,0.072682843
364,0.406693637
365,0.056838743
366,0.966888428
367,0.968180239
368,0.090011604
369,0.313580483
370,0.444761395
371,0.918408692
372,0.123754859
373,0.052229617
374,0.941162646
375,0.455046266
376,0.394936621
377,0.998728573
378,0.317501515
379,0.052240182
380,0.032374132
381,0.905988276
382,0.285614192
383,0.125864133
384,0.061895378
385,0.843387067
386,0.101609074
387,0.945700467
388,0.934648633
389,0.849754572
390,0.800768435
391,0.910302281
392,0.872177601
393,0.832060695
394,0.087786146
395,0.155746028
396,0.996800125
397,0.762663424
398,0.625203073
399,0.976589024
400,0.954231143
401,0.865650177
402,0.845948398
403,0.837693393
404,0.377145976
405,0.391852736
406,0.968359947
407,0.987029076
408,0.389621288
409,0.978712916
410,0.932368279
411,0.344932288
412,0.913476706
413,0.028985864
414,0.065492772
415,0.572175622
416,0.876443207
417,0.634333849
418,0.04790153
419,0.987617075
420,0.579240203
421,0.134524256
422,0.070112184
423,0.814363062
424,0.808944464
425,0.199514776
426,0.13902469
427,0.081624962
428,0.854075193
429,0.095524289
430,0.844365954
431,0.689228475
432,0.996355057
433,0.889718652
434,0.973353982
435,0.492438048
436,0.796162963
437,0.785357177
438,0.56417644
439,0.975107551
440,0.069043137
441,0.07665018
442,0.920074642
443,0.938618302
444,0.986502171
445,0.833536446
446,0.109262422
447,0.983462632
448,0.988191366
449,0.752330303
450,0.687566876
451,0.017473387
452,0.486081153
453,0.916380227
454,0.04513137
455,0.861742735
456,0.668246031
457,0.994283497
458,0.853281498
459,0.928166449
460,0.693125904
461,0.265011907
462,0.110592715
463,0.040383589
464,0.883811474
465,0.75044328
466,0.856432855
467,0.57389158
468,0.144214854
469,0.740081191
470,0.965387106
471,0.880897582
472,0.830183208
473,0.872193575
474,0.078455389
475,0.263509661
476,0.954370975
477,0.034435645
478,0.111533381
479,0.067752019
480,0.285247356
481,0.066945344
482,0.925416887
483,0.0619068
484,0.959411442
485,0.216154918
486,0.616427481
487,0.524954975
488,0.203224897
489,0.910934329
490,0.77090013
491,0.227374017
492,0.218925133
493,0.92835784
494,0.869321167
495,0.843200743
496,0.238732561
497,0.877423227
498,0.084880449
499,0.575114191
500,0.923287332
501,0.854661584
502,0.128594875
503,0.522596061
504,0.074498519
505,0.926429868
506,0.201650694
507,0.164602503
508,0.928197742
509,0.908850908
510,0.056749877
511,0.910323322
512,0.125963315
513,0.612062514
514,0.086314753
515,0.028498372
516,0.93624413
517,0.973419428
518,0.473157853
519,0.884544909
520,0.118432358
521,0.619888544
522,0.095067024
523,0.989183128
524,0.968315363
525,0.949937165
526,0.800024152
527,0.387645423
528,0.976456821
529,0.503297746
530,0.080079667
531,0.714405715
532,0.655425787
533,0.772376716
534,0.076210946
535,0.917340755
536,0.838414371
537,0.933069766
538,0.157852978
539,0.91847682
540,0.702338696
541,0.022969797
542,0.728349507
543,0.066781677
544,0.544236064
545,0.072533831
546,0.954683781
547,0.964581788
548,0.14101395
549,0.915553987
550,0.199456051
551,0.860103369
552,0.046581253
553,0.035485778
554,0.831458747
555,0.676608086
556,0.792955697
557,0.374162734
558,0.05231154
559,0.951050043
560,0.982647896
561,0.912609935
562,0.870877743
563,0.741068602
564,0.420781523
565,0.562031269
566,0.974940717
567,0.849383533
568,0.969598889
569,0.992048442
570,0.140301034
571,0.779507041
572,0.561824083
573,0.047564525
574,0.131276906
575,0.131518617
576,0.734852731
577,0.964298844
578,0.919846416
579,0.663018465
580,0.519995034
581,0.054193635
582,0.753330052
583,0.906054497
584,0.634075642
585,0.082546845
586,0.07843107
587,0.129563704
588,0.86349833
589,0.975848734
590,0.779780269
591,0.091102824
592,0.57471633
593,0.360110641
594,0.866118252
595,0.035446011
596,0.293221653
597,0.803926289
598,0.820565283
599,0.957128763
600,0.723207235
601,0.983720303
602,0.985171199
603,0.80782789
604,0.222689822
605,0.951219976
606,0.738165557
607,0.966469109
608,0.063455872
609,0.733078003
610,0.976725042
611,0.972385764
612,0.064980999
613,0.996834457
614,0.767330229
615,0.038240306
616,0.009530859
617,0.022610499
618,0.009116264
619,0.031776171
620,0.950924873
621,0.14146623
622,0.985296369
623,0.506620288
624,0.1345983
625,0.051765408
626,0.031791475
627,0.993868113
628,0.716426075
629,0.865860522
630,0.037130903
631,0.941334128
632,0.614134848
633,0.809509099
634,0.052327283
635,0.437763423
636,0.992334843
637,0.704722404
638,0.086475275
639,0.075925231
