GeneId,Prediction
1,0.378367066
2,0.495653689
3,0.981398821
4,0.064686127
5,0.135116473
6,0.914896965
7,0.037696
8,0.044924513
9,0.926061273
10,0.018436326
11,0.813549995
12,0.978876233
13,0.02852552
14,0.737857044
15,0.899913669
16,0.999649763
17,0.492824852
18,0.787338734
19,0.975176871
20,0.452452034
21,0.661145389
22,0.097701341
23,0.91370362
24,0.069939762
25,0.088710546
26,0.963317811
27,0.019167507
28,0.320526689
29,0.145448729
30,0.995446026
31,0.753528714
32,0.021615675
33,0.052785333
34,0.973390758
35,0.698740244
36,0.171732098
37,0.047567595
38,0.117260724
39,0.457470179
40,0.015160366
41,0.519663215
42,0.296629101
43,0.959134758
44,0.718465567
45,0.998669267
46,0.966097534
47,0.862828732
48,0.796575248
49,0.961572528
50,0.157825932
51,0.938617826
52,0.348713994
53,0.889214754
54,0.929744244
55,0.987956345
56,0.983777344
57,0.032437634
58,0.717625201
59,0.800525248
60,0.905213773
61,0.584287345
62,0.134914547
63,0.520757854
64,0.913047433
65,0.041800104
66,0.659055412
67,0.939780235
68,0.088901423
69,0.856155515
70,0.934869349
71,0.011085132
72,0.267457962
73,0.019824769
74,0.631916225
75,0.130782232
76,0.079264961
77,0.163264558
78,0.944679618
79,0.66548717
80,0.926913857
81,0.978790045
82,0.088698499
83,0.922746778
84,0.968400478
85,0.896036804
86,0.952726245
87,0.953062117
88,0.038925759
89,0.988734365
90,0.015444109
91,0.74374795
92,0.302706987
93,0.095213883
94,0.475186706
95,0.951556027
96,0.880889595
97,0.48412478
98,0.935312152
99,0.548731863
100,0.609180331
101,0.895368278
102,0.871731758
103,0.959339321
104,0.926676929
105,0.15327771
106,0.954320729
107,0.826838315
108,0.9177441
109,0.827101827
110,0.701370239
111,0.018315243
112,0.808009267
113,0.97159344
114,0.702582121
115,0.826975644
116,0.085577488
117,0.829347134
118,0.917991579
119,0.0426955
120,0.818899214
121,0.024670437
122,0.9332183
123,0.023717523
124,0.953337431
125,0.762621582
126,0.807424247
127,0.561832726
128,0.024302185
129,0.952384591
130,0.727239668
131,0.040056132
132,0.103303559
133,0.985820115
134,0.015561725
135,0.031818647
136,0.425797701
137,0.903634846
138,0.890045524
139,0.507843733
140,0.012170681
141,0.926193595
142,0.94169122
143,0.203785315
144,0.175344467
145,0.956874073
146,0.720147431
147,0.730885684
148,0.856966555
149,0.800190747
150,0.637604296
151,0.87619859
152,0.067428909
153,0.816727042
154,0.724634349
155,0.052176628
156,0.887853742
157,0.970931947
158,0.937034905
159,0.946971893
160,0.941358387
161,0.094455577
162,0.967077553
163,0.993696272
164,0.094974644
165,0.921294391
166,0.036064718
167,0.998067558
168,0.692399263
169,0.295430958
170,0.57962805
171,0.076114282
172,0.025790632
173,0.319432288
174,0.959590912
175,0.891499937
176,0.798423767
177,0.819550455
178,0.712385714
179,0.081847265
180,0.04703413
181,0.240476996
182,0.042421937
183,0.803111076
184,0.89307493
185,0.858291566
186,0.968310297
187,0.910288215
188,0.982444286
189,0.917635739
190,0.994581103
191,0.54262352
192,0.947915494
193,0.152281776
194,0.134638637
195,0.739961207
196,0.7167449
197,0.32433033
198,0.924908698
199,0.43238464
200,0.965448022
201,0.941409945
202,0.025354574
203,0.088828281
204,0.031378061
205,0.120633654
206,0.939993799
207,0.925434411
208,0.988890648
209,0.191614315
210,0.866698146
211,0.007725443
212,0.055670895
213,0.993533969
214,0.990320265
215,0.759326637
216,0.159405023
217,0.234409511
218,0.408564031
219,0.211936206
220,0.233113632
221,0.879299343
222,0.968602657
223,0.899338186
224,0.647040546
225,0.098573841
226,0.85108006
227,0.749634445
228,0.061465342
229,0.026111523
230,0.017903414
231,0.763284326
232,0.035086747
233,0.944632053
234,0.024070477
235,0.852443874
236,0.211310789
237,0.069571756
238,0.881797612
239,0.497571319
240,0.067292951
241,0.017481223
242,0.899935603
243,0.834578156
244,0.972197175
245,0.794050694
246,0.939046025
247,0.73830229
248,0.995269775
249,0.795403481
250,0.991777956
251,0.810837448
252,0.122431785
253,0.142404526
254,0.094182052
255,0.772662818
256,0.048327353
257,0.849812448
258,0.425212502
259,0.794165194
260,0.931174994
261,0.060514398
262,0.761517346
263,0.982633948
264,0.812941551
265,0.618567288
266,0.969599426
267,0.850253284
268,0.086697079
269,0.941181183
270,0.023919504
271,0.850817382
272,0.065765098
273,0.760915458
274,0.90179646
275,0.02110311
276,0.990834236
277,0.189687595
278,0.987511754
279,0.90522939
280,0.028142219
281,0.863460183
282,0.368392467
283,0.030702839
284,0.257759869
285,0.999510527
286,0.943243563
287,0.427104264
288,0.077965416
289,0.016817313
290,0.007266605
291,0.000640358
292,0.924360096
293,0.025021961
294,0.036653854
295,0.100231953
296,0.863431394
297,0.936319828
298,0.457183838
299,0.989070892
300,0.691104352
301,0.074717529
302,0.961204886
303,0.745347202
304,0.418321222
305,0.393384814
306,0.08995007
307,0.978813469
308,0.866829574
309,0.672142982
310,0.206306219
311,0.912516594
312,0.828440428
313,0.800737381
314,0.071144
315,0.070619725
316,0.677526176
317,0.984921396
318,0.961591482
319,0.961167872
320,0.074835502
321,0.803480625
322,0.906159997
323,0.468768775
324,0.620412052
325,0.783446908
326,0.91635406
327,0.047054406
328,0.981807709
329,0.560606956
330,0.971808255
331,0.958756626
332,0.912862241
333,0.045376897
334,0.066883907
335,0.063315235
336,0.903587878
337,0.955129385
338,0.949841082
339,0.750175238
340,0.772218883
341,0.997402966
342,0.396786809
343,0.101692617
344,0.017286895
345,0.984047055
346,0.983695924
347,0.936948717
348,0.010441341
349,0.163798571
350,0.781563938
351,0.050602101
352,0.565641463
353,0.559636831
354,0.943241179
355,0.30182445
356,0.10872227
357,0.530932963
358,0.877333581
359,0.916897893
360,0.967202425
361,0.495933056
362,0.972145975
363,0.055802938
364,0.333253503
365,0.037767019
366,0.971259892
367,0.981063128
368,0.087624207
369,0.230122179
370,0.430267304
371,0.911862731
372,0.079366811
373,0.03101588
374,0.925121725
375,0.51624018
376,0.479295999
377,0.998771846
378,0.25156787
379,0.045813613
380,0.04088876
381,0.938938439
382,0.269431919
383,0.078591973
384,0.063394129
385,0.810251594
386,0.103833631
387,0.940874457
388,0.90351212
389,0.816053033
390,0.832651138
391,0.929922998
392,0.87763387
393,0.840052485
394,0.07238742
395,0.151656687
396,0.995998144
397,0.665272355
398,0.560192645
399,0.96480161
400,0.966374576
401,0.887511015
402,0.876524031
403,0.879952371
404,0.34507376
405,0.394276768
406,0.976010144
407,0.98319298
408,0.407534719
409,0.977803946
410,0.962146521
411,0.367990077
412,0.897657394
413,0.024395963
414,0.049966298
415,0.584903836
416,0.953978658
417,0.617388904
418,0.051533524
419,0.988015354
420,0.64578855
421,0.095571145
422,0.054535355
423,0.851294219
424,0.806647718
425,0.201378271
426,0.104405515
427,0.08009702
428,0.859105706
429,0.097101219
430,0.837118626
431,0.629072487
432,0.998501539
433,0.90791589
434,0.978764951
435,0.356358796
436,0.862694979
437,0.831109345
438,0.59258014
439,0.987089932
440,0.039865799
441,0.134085119
442,0.936398864
443,0.935736775
444,0.990431964
445,0.875926018
446,0.113773182
447,0.991600931
448,0.983467817
449,0.697254598
450,0.793729484
451,0.017304407
452,0.363951266
453,0.908976853
454,0.022322044
455,0.935300767
456,0.827464521
457,0.996112049
458,0.808214962
459,0.978786707
460,0.772720277
461,0.242258757
462,0.090962872
463,0.026720956
464,0.757808506
465,0.815876544
466,0.866284907
467,0.651687264
468,0.186325669
469,0.726535916
470,0.98299861
471,0.864038289
472,0.832409501
473,0.91795069
474,0.036522038
475,0.330949336
476,0.959525406
477,0.044478353
478,0.093574315
479,0.064085394
480,0.294651806
481,0.052691311
482,0.954837441
483,0.025235873
484,0.958926678
485,0.208104894
486,0.687111437
487,0.479324102
488,0.161184251
489,0.978600562
490,0.787102103
491,0.181936204
492,0.26510489
493,0.962138772
494,0.905164123
495,0.812055588
496,0.222838879
497,0.841470242
498,0.095773071
499,0.736109853
500,0.895429909
501,0.812222779
502,0.117495917
503,0.582353771
504,0.084264018
505,0.899796665
506,0.218028083
507,0.085657917
508,0.888957977
509,0.95315516
510,0.032424472
511,0.860756755
512,0.091151796
513,0.707940519
514,0.066627212
515,0.027706318
516,0.913780332
517,0.975676119
518,0.448858827
519,0.942763746
520,0.124060452
521,0.648794591
522,0.042187452
523,0.993187666
524,0.973653018
525,0.966015518
526,0.902944505
527,0.331313252
528,0.961329937
529,0.602772713
530,0.059519336
531,0.770469487
532,0.741526544
533,0.764796317
534,0.07155177
535,0.934265614
536,0.803862214
537,0.905872524
538,0.133043438
539,0.939371586
540,0.470833272
541,0.02443853
542,0.796207905
543,0.051296487
544,0.714124858
545,0.037224218
546,0.960371554
547,0.962855756
548,0.18135947
549,0.885354042
550,0.138626844
551,0.889603913
552,0.032626666
553,0.017321534
554,0.86154753
555,0.643942416
556,0.783737659
557,0.396872491
558,0.040503122
559,0.954572201
560,0.986033201
561,0.930440366
562,0.890790224
563,0.708472371
564,0.443941325
565,0.571201384
566,0.961566448
567,0.824558854
568,0.96842891
569,0.99797982
570,0.111241393
571,0.704841316
572,0.268539369
573,0.035950676
574,0.136173248
575,0.096400261
576,0.837152839
577,0.981672823
578,0.920498312
579,0.75293076
580,0.420468748
581,0.040441699
582,0.810098946
583,0.924521506
584,0.709591091
585,0.057604525
586,0.078807674
587,0.048797056
588,0.902699232
589,0.97839433
590,0.851225436
591,0.053803902
592,0.771482825
593,0.440752715
594,0.904243469
595,0.037010808
596,0.253121823
597,0.646162033
598,0.851146102
599,0.955489337
600,0.678774416
601,0.992992163
602,0.983763158
603,0.792421579
604,0.219646901
605,0.953249931
606,0.658586025
607,0.944793344
608,0.061796471
609,0.512763321
610,0.985691905
611,0.988152444
612,0.07340049
613,0.993223071
614,0.806319058
615,0.023920778
616,0.005434299
617,0.012066762
618,0.004289833
619,0.019122032
620,0.975029111
621,0.122787617
622,0.991211474
623,0.756919861
624,0.109954908
625,0.040730029
626,0.035406578
627,0.995469093
628,0.819462717
629,0.801989317
630,0.026070025
631,0.914445519
632,0.684914231
633,0.765051961
634,0.04669413
635,0.313406825
636,0.996890485
637,0.690916538
638,0.095457099
639,0.0879509
640,0.947465241
641,0.983882487
642,0.80694592
643,0.026725935
644,0.476552278
645,0.9556427
646,0.819411159
647,0.00903092
648,0.028652204
649,0.111572891
650,0.860089242
651,0.939531565
652,0.238855213
653,0.979438245
654,0.040035363
655,0.870227993
656,0.02158423
657,0.793974578
658,0.956749737
659,0.571410775
660,0.906924129
661,0.54715085
662,0.869314313
663,0.936581135
664,0.182402343
665,0.938467681
666,0.851768076
667,0.532544971
668,0.038522571
669,0.791783035
670,0.088513643
671,0.885837138
672,0.560408711
673,0.871381819
674,0.841144562
675,0.846086502
676,0.790483952
677,0.866683185
678,0.857788682
679,0.820497215
680,0.980960548
681,0.026496943
682,0.243740231
683,0.913465381
684,0.974125683
685,0.978173852
686,0.423237652
687,0.69191581
688,0.963903368
689,0.924667478
690,0.899263024
691,0.401748568
692,0.740230978
693,0.927985549
694,0.025811978
695,0.989397705
696,0.764591277
697,0.743885577
698,0.869145453
699,0.950167537
700,0.983463407
701,0.037926402
702,0.895966411
703,0.717954636
704,0.799242139
705,0.922749937
706,0.048753083
707,0.005459803
708,0.905323863
709,0.46727258
710,0.356239617
711,0.081450552
712,0.086082689
713,0.144308716
714,0.047776822
715,0.961443365
716,0.908418059
717,0.931191683
718,0.200908989
719,0.912619531
720,0.999309659
721,0.464186549
722,0.977949679
723,0.078826234
724,0.139896512
725,0.788600147
726,0.960052967
727,0.989843786
728,0.257246256
729,0.560971737
730,0.996748507
731,0.978283763
732,0.812857211
733,0.670295358
734,0.054055087
735,0.526676953
736,0.529485822
737,0.861303091
738,0.381438494
739,0.03661783
740,0.985429704
741,0.389805019
742,0.861265421
743,0.16383417
744,0.050139677
745,0.120454058
746,0.783518612
747,0.895344079
748,0.355224341
749,0.174436927
750,0.976317525
751,0.079654522
752,0.145723552
753,0.420938432
754,0.993529916
755,0.783851683
756,0.946485758
757,0.925963163
758,0.953423142
759,0.987034142
760,0.815025628
761,0.919244885
762,0.970665336
763,0.024690637
764,0.895405948
765,0.046852324
766,0.918664634
767,0.981459558
768,0.567888737
769,0.776516616
770,0.908993304
771,0.049945999
772,0.748527229
773,0.118224718
774,0.839767158
775,0.127577096
776,0.962241173
777,0.704723895
778,0.080016002
779,0.012904179
780,0.944716513
781,0.012197149
782,0.046232309
783,0.604474127
784,0.910443783
785,0.851547122
786,0.636352837
787,0.147864193
788,0.234094188
789,0.015043505
790,0.031176846
791,0.775946736
792,0.062630571
793,0.90624249
794,0.892846406
795,0.01416233
796,0.020296069
797,0.979525149
798,0.71942699
799,0.923412681
800,0.846896827
801,0.116214074
802,0.930011094
803,0.85377413
804,0.709493756
805,0.921723485
806,0.984113097
807,0.715177178
808,0.990154088
809,0.943717778
810,0.83126092
811,0.955036342
812,0.978375196
813,0.748290539
814,0.966338038
815,0.704775751
816,0.943635702
817,0.786431789
818,0.988014042
819,0.28985545
820,0.883889794
821,0.630966604
822,0.034318637
823,0.785177231
824,0.092405215
825,0.976801455
826,0.947898269
827,0.188948289
828,0.988583803
829,0.806659758
830,0.750184417
831,0.750503004
832,0.937104404
833,0.902182341
834,0.143290699
835,0.826565206
836,0.986371338
837,0.99016124
838,0.101272576
839,0.916000366
840,0.147924632
841,0.930604339
842,0.943955123
843,0.790549457
844,0.095874988
845,0.554317296
846,0.022054885
847,0.043934461
848,0.035550732
849,0.9287709
850,0.361760587
851,0.995977998
852,0.047670931
853,0.268979818
854,0.229962781
855,0.699438334
856,0.664904237
857,0.869022608
858,0.090463422
859,0.048014034
860,0.064794622
861,0.798850656
862,0.884280503
863,0.973429322
864,0.975185692
865,0.651729286
866,0.914094448
867,0.530458689
868,0.063321121
869,0.018397084
870,0.039657675
871,0.041838415
872,0.834134758
873,0.986623228
874,0.591132641
875,0.14645505
876,0.383925438
877,0.800777912
878,0.968692005
879,0.955099583
880,0.717783868
881,0.047539074
882,0.916769505
883,0.786527514
884,0.836720169
885,0.020615244
886,0.93484813
887,0.041901954
888,0.860500932
889,0.753642738
890,0.158580586
891,0.450345129
892,0.19210805
893,0.040841654
894,0.095347904
895,0.708627403
896,0.99551779
897,0.89858973
898,0.847824991
899,0.865499675
900,0.886734426
901,0.959191859
902,0.716080904
903,0.851090789
904,0.228409559
905,0.886404335
906,0.986832142
907,0.065507933
908,0.899188042
909,0.018752852
910,0.992147446
911,0.980154335
912,0.036073804
913,0.093051463
914,0.080097035
915,0.362320125
916,0.990000546
917,0.030336894
918,0.342462212
919,0.056776952
920,0.053273566
921,0.02897366
922,0.919252574
923,0.588992715
924,0.780497074
925,0.017960455
926,0.004364675
927,0.953052878
928,0.808775306
929,0.990886867
930,0.960375369
931,0.964716494
932,0.363690704
933,0.978127718
934,0.768833637
935,0.889891446
936,0.727302551
937,0.620828211
938,0.896917343
939,0.982186139
940,0.93323797
941,0.52811569
942,0.941124618
943,0.115847014
944,0.906926334
945,0.098608442
946,0.740984082
947,0.768628538
948,0.992330432
949,0.754717171
950,0.236439332
951,0.017277565
952,0.938183606
953,0.138756737
954,0.305990487
955,0.966680646
956,0.937884569
957,0.208276957
958,0.566058755
959,0.954251766
960,0.9072451
961,0.865460277
962,0.898320675
963,0.980514884
964,0.111412004
965,0.040469028
966,0.107708134
967,0.012865655
968,0.021993753
969,0.761229396
970,0.754954934
971,0.019456711
972,0.044971488
973,0.261789203
974,0.959736347
975,0.082711108
976,0.077654108
977,0.158205837
