GeneId,Prediction
1,0.441503555
2,0.445486635
3,0.9869771
4,0.110356383
5,0.136559725
6,0.932399273
7,0.058988873
8,0.03970404
9,0.928093433
10,0.031025605
11,0.780687571
12,0.953704238
13,0.053059991
14,0.786578476
15,0.933110714
16,0.999456346
17,0.667043924
18,0.934073687
19,0.988453209
20,0.438814521
21,0.72472465
22,0.094233997
23,0.92642343
24,0.054370306
25,0.115235887
26,0.989840925
27,0.01099605
28,0.35217011
29,0.254743725
30,0.996007681
31,0.851734877
32,0.040861599
33,0.100018583
34,0.968115449
35,0.585700989
36,0.215889499
37,0.083317816
38,0.134909123
39,0.454850346
40,0.016800851
41,0.753228247
42,0.421275944
43,0.981060028
44,0.722457886
45,0.999014735
46,0.984704852
47,0.938768566
48,0.770824611
49,0.993700206
50,0.200526252
51,0.958443284
52,0.41658777
53,0.891161084
54,0.967264533
55,0.994982362
56,0.996780694
57,0.042860441
58,0.668662012
59,0.887542546
60,0.91497308
61,0.445723832
62,0.160678804
63,0.567228973
64,0.873615324
65,0.041229039
66,0.388512075
67,0.904535234
68,0.126462832
69,0.814960122
70,0.976967812
71,0.009465685
72,0.170516491
73,0.024937727
74,0.624867976
75,0.141044453
76,0.114833735
77,0.180440947
78,0.983689904
79,0.781934142
80,0.821363211
81,0.996332943
82,0.103060521
83,0.949306965
84,0.998440742
85,0.931581438
86,0.963378191
87,0.984333575
88,0.017880397
89,0.995307028
90,0.018246857
91,0.850127757
92,0.34970066
93,0.124269277
94,0.581320107
95,0.957959533
96,0.965572774
97,0.49272871
98,0.970846653
99,0.538297415
100,0.579955995
101,0.969594181
102,0.92972219
103,0.943971992
104,0.900278509
105,0.242758825
106,0.963660479
107,0.945998609
108,0.926543772
109,0.873847604
110,0.558659732
111,0.032628976
112,0.906736434
113,0.952722192
114,0.865670502
115,0.905320764
116,0.091712207
117,0.844401538
118,0.877073526
119,0.048218429
120,0.826593578
121,0.040700112
122,0.953704
123,0.019277591
124,0.982227206
125,0.810434222
126,0.818379581
127,0.616227508
128,0.013785844
129,0.957141399
130,0.845709622
131,0.073728912
132,0.105864421
133,0.988286734
134,0.021683445
135,0.029601309
136,0.466289252
137,0.932279825
138,0.936341763
139,0.463930011
140,0.051818751
141,0.956744313
142,0.946617186
143,0.270757735
144,0.129359633
145,0.931300938
146,0.70738703
147,0.819694459
148,0.782748461
149,0.864869237
150,0.835927308
151,0.926211715
152,0.076283373
153,0.752575755
154,0.681023359
155,0.120447755
156,0.856704891
157,0.979437828
158,0.983135462
159,0.845100403
160,0.986988306
161,0.155060723
162,0.97442627
163,0.985218167
164,0.134442493
165,0.972003222
166,0.046769742
167,0.992851019
168,0.62183708
169,0.213429317
170,0.704201937
171,0.115769774
172,0.049451489
173,0.319259018
174,0.984881997
175,0.866895497
176,0.78593415
177,0.927953601
178,0.80099386
179,0.080410711
180,0.071811207
181,0.270260245
182,0.056630157
183,0.83776027
184,0.819898307
185,0.843230665
186,0.942127705
187,0.932484448
188,0.988420486
189,0.884259105
190,0.996879399
191,0.546634734
192,0.914453268
193,0.20500809
194,0.122259595
195,0.788241982
196,0.705363393
197,0.502122223
198,0.95756489
199,0.305497885
200,0.975136638
201,0.95431006
202,0.029788394
203,0.15362598
204,0.033376217
205,0.146604404
206,0.961410999
207,0.933567524
208,0.997483432
209,0.280797333
210,0.970294595
211,0.006553961
212,0.046969175
213,0.986522377
214,0.986200392
215,0.801492751
216,0.220712036
217,0.274929702
218,0.4920564
219,0.379379213
220,0.249561042
221,0.699355006
222,0.992021322
223,0.971868515
224,0.581095815
225,0.069566295
226,0.794707119
227,0.833569169
228,0.084633872
229,0.044843849
230,0.044558126
231,0.83157444
232,0.039018888
233,0.988171101
234,0.04735861
235,0.894894481
236,0.205766022
237,0.072552308
238,0.861630499
239,0.431088746
240,0.077755176
241,0.024722453
242,0.929058254
243,0.848914444
244,0.976458728
245,0.862243652
246,0.975684345
247,0.883716583
248,0.999247253
249,0.759154737
250,0.985728741
251,0.902802587
252,0.112151742
253,0.116007358
254,0.091994956
255,0.777486503
256,0.076735035
257,0.924962521
258,0.566807985
259,0.779645324
260,0.951873541
261,0.054698899
262,0.901313901
263,0.982535541
264,0.885132074
265,0.639290869
266,0.988470495
267,0.817318976
268,0.096730702
269,0.88435179
270,0.083432697
271,0.865852296
272,0.07958214
273,0.778053403
274,0.93608886
275,0.02654214
276,0.996893823
277,0.246178776
278,0.995112717
279,0.938356876
280,0.024997752
281,0.938127577
282,0.373764932
283,0.028352171
284,0.382380337
285,0.999290109
286,0.980503678
287,0.413044125
288,0.119147912
289,0.031754158
290,0.008105453
291,0.000478086
292,0.960107446
293,0.026644578
294,0.042553365
295,0.10172043
296,0.943709552
297,0.954684258
298,0.514710128
299,0.997557044
300,0.760477901
301,0.084847286
302,0.926140428
303,0.797684908
304,0.579053402
305,0.312767833
306,0.054592852
307,0.970094144
308,0.86057055
309,0.675468981
310,0.2082614
311,0.963909686
312,0.845053434
313,0.862944901
314,0.094669752
315,0.064590037
316,0.66516149
317,0.954452932
318,0.976320446
319,0.963289917
320,0.078461304
321,0.8301422
322,0.879086614
323,0.586967587
324,0.702758908
325,0.809298694
326,0.961027861
327,0.072191417
328,0.955046117
329,0.744957566
330,0.982909977
331,0.950132072
332,0.948449969
333,0.045117952
334,0.071462095
335,0.09974464
336,0.960565925
337,0.990163147
338,0.966393888
339,0.599253595
340,0.720627904
341,0.999355793
342,0.382200986
343,0.125291467
344,0.005327407
345,0.995357871
346,0.976873815
347,0.855552137
348,0.013439795
349,0.167704076
350,0.850677133
351,0.061941147
352,0.702938497
353,0.623034537
354,0.983795285
355,0.376816571
356,0.151766837
357,0.585507691
358,0.963384986
359,0.907621622
360,0.99182725
361,0.46298629
362,0.970468819
363,0.04843165
364,0.464154989
365,0.051511087
366,0.988456011
367,0.996396184
368,0.109677114
369,0.193446249
370,0.466362596
371,0.915602088
372,0.061983496
373,0.059870392
374,0.926886976
375,0.507090509
376,0.455830306
377,0.999940097
378,0.356651217
379,0.048302677
380,0.043168992
381,0.918269753
382,0.281908691
383,0.116645992
384,0.072568044
385,0.872126818
386,0.105791092
387,0.956406653
388,0.953674018
389,0.793771088
390,0.729454517
391,0.95211339
392,0.928903699
393,0.84954226
394,0.059355911
395,0.199793622
396,0.998345017
397,0.861519754
398,0.561234355
399,0.988700986
400,0.989714205
401,0.910352945
402,0.911103308
403,0.937634289
404,0.374730349
405,0.583909035
406,0.993133843
407,0.988388896
408,0.54529649
409,0.9908337
410,0.990828812
411,0.375006586
412,0.886163652
413,0.024691936
414,0.051789697
415,0.544642568
416,0.976762831
417,0.7198928
418,0.045165688
419,0.996232629
420,0.655441284
421,0.125308782
422,0.074955709
423,0.895141304
424,0.666830182
425,0.254056633
426,0.118223101
427,0.068941787
428,0.926049829
429,0.122793101
430,0.874710739
431,0.685144126
432,0.998457313
433,0.940496624
434,0.991489053
435,0.262582421
436,0.915073633
437,0.878283381
438,0.738733292
439,0.984941602
440,0.04386251
441,0.103514269
442,0.962410152
443,0.974893987
444,0.990895867
445,0.902165234
446,0.128777012
447,0.98237288
448,0.995899618
449,0.8203426
450,0.862565696
451,0.036697824
452,0.21038793
453,0.960253775
454,0.054939494
455,0.964069724
456,0.74803555
457,0.998149931
458,0.9356547
459,0.952649891
460,0.748701215
461,0.291833222
462,0.112358592
463,0.028357564
464,0.820931375
465,0.888522744
466,0.870336235
467,0.6912691
468,0.149988547
469,0.854654312
470,0.987302542
471,0.930186033
472,0.616695344
473,0.951484501
474,0.040696342
475,0.298759073
476,0.986946225
477,0.029573113
478,0.110813633
479,0.063918032
480,0.231877282
481,0.048189517
482,0.958709717
483,0.035639428
484,0.970744371
485,0.25682053
486,0.782910109
487,0.568578839
488,0.221542314
489,0.899085283
490,0.812729001
491,0.302677423
492,0.310830325
493,0.965031087
494,0.952566206
495,0.903241515
496,0.239232734
497,0.906930506
498,0.088810392
499,0.735474765
500,0.94845587
501,0.782660306
502,0.130404904
503,0.585642457
504,0.089131497
505,0.972834647
506,0.231941193
507,0.099392608
508,0.942562044
509,0.943420708
510,0.053095654
511,0.90228653
512,0.15402171
513,0.729543626
514,0.07566499
515,0.014255168
516,0.967443585
517,0.943401933
518,0.540114164
519,0.925462008
520,0.17629014
521,0.594405293
522,0.076255068
523,0.993235648
524,0.990451992
525,0.985110521
526,0.853282988
527,0.400988609
528,0.989648223
529,0.674246848
530,0.079767294
531,0.854765952
532,0.818018496
533,0.833099008
534,0.087062143
535,0.975952208
536,0.935231626
537,0.952574193
538,0.133657619
539,0.913154364
540,0.455814391
541,0.027573248
542,0.741540849
543,0.046895996
544,0.606375277
545,0.052516952
546,0.957025826
547,0.959951222
548,0.351787239
549,0.980963409
550,0.16032286
551,0.894195378
552,0.044679608
553,0.038199693
554,0.892724156
555,0.734789133
556,0.937773168
557,0.486410499
558,0.035806045
559,0.965591371
560,0.986790121
561,0.942455888
562,0.954216838
563,0.672983468
564,0.455884367
565,0.601386905
566,0.968692005
567,0.907930255
568,0.973464489
569,0.991789401
570,0.152182788
571,0.787115216
572,0.560988545
573,0.043961648
574,0.139543459
575,0.097712204
576,0.904079318
577,0.987607121
578,0.980255663
579,0.787210643
580,0.580829382
581,0.032694209
582,0.934672177
583,0.965829134
584,0.618178964
585,0.096349932
586,0.09534885
587,0.084324948
