1,0.657376613
2,0.491846729
3,0.013273226
4,0.929729857
5,0.871239585
6,0.212174127
7,0.936836562
8,0.962359722
9,0.134730804
10,0.970093374
11,0.289016439
12,0.199445473
13,0.954343772
14,0.4190456
15,0.212588935
16,0.000101888
17,0.59512438
18,0.128863703
19,0.013964037
20,0.546710911
21,0.581801511
22,0.79556925
23,0.056249644
24,0.959518978
25,0.866818705
26,0.006649303
27,0.98595034
28,0.420449626
29,0.79705871
30,0.007015223
31,0.316142509
32,0.97057104
33,0.926755052
34,0.07682637
35,0.25539926
36,0.810421291
37,0.877389941
38,0.870130068
39,0.679370587
40,0.975713364
41,0.298485734
42,0.700907013
43,0.027180411
44,0.228939253
45,0.000203247
46,0.032838396
47,0.288551715
48,0.214934297
49,0.021313368
50,0.75095521
51,0.012424658
52,0.692962209
53,0.246065068
54,0.067311318
55,0.008040892
56,0.007814573
57,0.98456364
58,0.489110616
59,0.146075075
60,0.149809053
61,0.485400497
62,0.873134342
63,0.584542431
64,0.145465095
65,0.948909359
66,0.271387855
67,0.138911224
68,0.8344244
69,0.126903522
70,0.089613795
71,0.994424544
72,0.678789979
73,0.952282858
74,0.58313374
75,0.874600601
76,0.87398655
77,0.827349582
78,0.066480267
79,0.447535799
80,0.041477439
81,0.012753158
82,0.894422693
83,0.097276268
84,0.002243724
85,0.116184161
86,0.08303663
87,0.013096074
88,0.978524773
89,0.004865804
90,0.979758367
91,0.28750407
92,0.807504952
93,0.896348076
94,0.594417577
95,0.056403588
96,0.061183846
97,0.368586107
98,0.014588321
99,0.477142845
100,0.467154957
101,0.04506566
102,0.122650222
103,0.056631015
104,0.053965427
105,0.882419405
106,0.037363749
107,0.069644428
108,0.139833018
109,0.208617298
110,0.511574499
111,0.980248819
112,0.232667123
113,0.013696201
114,0.371509301
115,0.258686091
116,0.850209855
117,0.32873389
118,0.104352913
119,0.951729579
120,0.148669422
121,0.961779743
122,0.090411799
123,0.979336827
124,0.152173549
125,0.339348308
126,0.336047709
127,0.541846963
128,0.9815744
129,0.066222882
130,0.277752954
131,0.942868986
132,0.780046411
133,0.00182586
134,0.963690572
135,0.975852869
136,0.661132964
137,0.226861279
138,0.18622682
139,0.629180277
140,0.955594888
141,0.232317081
142,0.108550401
143,0.801524497
144,0.824218765
145,0.070996427
146,0.384547078
147,0.256681971
148,0.022283934
149,0.246645047
150,0.238454244
151,0.165105156
152,0.913331079
153,0.235920965
154,0.354414096
155,0.921364913
156,0.173032227
157,0.032290681
158,0.041056178
159,0.226303468
160,0.030418306
161,0.913508322
162,0.037545458
163,0.00629339
164,0.868838745
165,0.104923578
166,0.962303177
167,3.53631E-05
168,0.458958825
169,0.78098915
170,0.43619998
171,0.881100616
172,0.972907779
173,0.63631194
174,0.042414882
175,0.178999594
176,0.339986903
177,0.218323647
178,0.365584695
179,0.862440993
180,0.958464544
181,0.754730936
182,0.969982323
183,0.382836482
184,0.148500629
185,0.211874951
186,0.147640957
187,0.134054235
188,0.002304539
189,0.021374399
190,0.010033694
191,0.444461137
192,0.07671149
193,0.840829988
194,0.905255819
195,0.357489394
196,0.397219007
197,0.679389941
198,0.073128461
199,0.686158851
200,0.041606168
201,0.002494375
202,0.983988105
203,0.840011467
204,0.965701011
205,0.86502652
206,0.08924073
207,0.153322067
208,0.004223058
209,0.814794246
210,0.098909718
211,0.984223982
212,0.953608678
213,0.005853892
214,0.022516596
215,0.383631451
216,0.812183124
217,0.833109736
218,0.639613677
219,0.821040244
220,0.839298202
221,0.036967693
222,0.022462378
223,0.095494949
224,0.526721457
225,0.942172834
226,0.28090729
227,0.31978998
228,0.871452654
229,0.966786759
230,0.981347683
231,0.253611219
232,0.971135948
233,0.026022857
234,0.966695975
235,0.154801101
236,0.756120516
237,0.908403638
238,0.176698225
239,0.612496385
240,0.935435762
241,0.973441179
242,0.111939401
243,0.231624671
244,0.064113296
245,0.178491609
246,0.080264864
247,0.245105485
248,0.005943391
249,0.356619961
250,0.026345137
251,0.181490694
252,0.909704183
253,0.89443144
254,0.857956397
255,0.44809955
256,0.919493104
257,0.159606734
258,0.690116223
259,0.180475086
260,0.111759659
261,0.969923195
262,0.217033556
263,0.017968008
264,0.241365071
265,0.59529581
266,0.040361856
267,0.220800768
268,0.915238786
269,0.073707091
270,0.95947878
271,0.203013816
272,0.912970582
273,0.149704295
274,0.137292406
275,0.979774063
276,0.007311231
277,0.831230329
278,0.011186926
279,0.228171206
280,0.970465173
281,0.128784425
282,0.654758281
283,0.971414302
284,0.636133213
285,0.000102818
286,0.024539056
287,0.622048503
288,0.929113432
289,0.971045489
290,0.986119949
291,0.997188752
292,0.110219377
293,0.961916528
294,0.957912354
295,0.919878426
296,0.089463796
297,0.095703858
298,0.522497044
299,0.005286083
300,0.443518726
301,0.885115842
302,0.038083504
303,0.341540906
304,0.526999097
305,0.664904549
306,0.932244398
307,0.03084737
308,0.131076019
309,0.371807871
310,0.783693933
311,0.041789263
312,0.338651722
313,0.238251423
314,0.879915269
315,0.935785777
316,0.332193972
317,0.038046657
318,0.034012247
319,0.098448713
320,0.905192833
321,0.249312295
322,0.188162689
323,0.631891977
324,0.357855263
325,0.380755927
326,0.061702447
327,0.911251434
328,0.091861811
329,0.4701883
330,0.090811763
331,0.058995404
332,0.120425868
333,0.950769369
334,0.914888366
335,0.935082491
336,0.060840367
337,0.003501296
338,0.041015645
339,0.591348335
340,0.34509332
341,0.000897099
342,0.713564438
343,0.870354458
344,0.947809244
345,0.030181442
346,0.053188244
347,0.098001184
348,0.984721829
349,0.810726031
350,0.206071438
351,0.960610915
352,0.647740906
353,0.524863794
354,0.037272361
355,0.796342206
356,0.864551069
357,0.609976572
358,0.05907367
359,0.074868688
360,0.017185069
361,0.610079907
362,0.009360246
363,0.924838397
364,0.70582076
365,0.965768093
366,0.033589597
367,0.010947176
368,0.924800779
369,0.711335164
370,0.606543381
371,0.033597778
372,0.885950151
373,0.963917469
374,0.095524296
375,0.619234102
376,0.6701667
