GeneId,Prediction
1,0.2793792
2,0.662510667
3,0.992535547
4,0.123702815
5,0.237535482
6,0.815125123
7,0.038147465
8,0.014381696
9,0.710735141
10,0.034510464
11,0.869808195
12,0.952595958
13,0.032029327
14,0.68909124
15,0.963636444
16,0.999961703
17,0.573973681
18,0.923424718
19,0.98982603
20,0.5563434
21,0.634231766
22,0.085207416
23,0.93513094
24,0.050844408
25,0.083477846
26,0.961687379
27,0.023318398
28,0.622736683
29,0.358559946
30,0.999373937
31,0.731893642
32,0.05572188
33,0.073293496
34,0.957794838
35,0.586873571
36,0.24689904
37,0.145962102
38,0.211070835
39,0.395075013
40,0.030803418
41,0.827961892
42,0.60684948
43,0.872724332
44,0.50858171
45,0.999705427
46,0.964993728
47,0.857381374
48,0.861848772
49,0.971299773
50,0.170689715
51,0.989672923
52,0.454919998
53,0.816664178
54,0.973540116
55,0.997804538
56,0.992412249
57,0.014231901
58,0.416065144
59,0.908826284
60,0.882963349
61,0.665900146
62,0.137070833
63,0.597190048
64,0.887707356
65,0.057322866
66,0.481579392
67,0.842376537
68,0.077885832
69,0.635359844
70,0.956191639
71,0.013348402
72,0.235551325
73,0.011823829
74,0.377185078
75,0.092497946
76,0.09106999
77,0.182274059
78,0.97662574
79,0.749898025
80,0.871852171
81,0.996969074
82,0.171946917
83,0.799012589
84,0.992813454
85,0.898304706
86,0.97152822
87,0.969411891
88,0.035903713
89,0.999122171
90,0.030049205
91,0.844850473
92,0.160562223
93,0.199532396
94,0.346009207
95,0.96640699
96,0.964621998
97,0.789368645
98,0.9728466
99,0.514121524
100,0.352322152
101,0.865698975
102,0.933210833
103,0.884342127
104,0.70093189
105,0.201412357
106,0.977237088
107,0.942315639
108,0.858938609
109,0.883593391
110,0.516746374
111,0.026167004
112,0.827591241
113,0.993254895
114,0.862742899
115,0.728563202
116,0.154367798
117,0.820735753
118,0.953799846
119,0.045105799
120,0.9417879
121,0.034203156
122,0.933247158
123,0.009308212
124,0.95987532
125,0.814582262
126,0.701362427
127,0.412738772
128,0.015577943
129,0.971463734
130,0.745318646
131,0.026383295
132,0.114946339
133,0.997109575
134,0.03348409
135,0.052366636
136,0.381319982
137,0.752761146
138,0.870821811
139,0.627038883
140,0.01988895
141,0.813684896
142,0.958354487
143,0.352313818
144,0.087303876
145,0.988814413
146,0.699742991
147,0.877497957
148,0.68580803
149,0.871866919
150,0.64578888
151,0.885240981
152,0.106904185
153,0.905187018
154,0.55720884
155,0.073009601
156,0.972297536
157,0.987822028
158,0.976456024
159,0.8868299
160,0.996244297
161,0.075525519
162,0.977486172
163,0.995713503
164,0.147643967
165,0.977850275
166,0.074263631
167,0.999889115
168,0.77918919
169,0.157716562
170,0.531425246
171,0.083709171
172,0.040639013
173,0.358218156
174,0.938431078
175,0.854058113
176,0.78999717
177,0.855143562
178,0.827049054
179,0.159281379
180,0.02675038
181,0.458064671
182,0.033059554
183,0.890201835
184,0.89866172
185,0.810514334
186,0.890629324
187,0.962667378
188,0.994376794
189,0.965436518
190,0.992000258
191,0.44206766
192,0.968709983
193,0.162511901
194,0.074211933
195,0.634175642
196,0.578232552
197,0.51492961
198,0.901018847
199,0.238492824
200,0.974629694
201,0.991911146
202,0.00926123
203,0.148743527
204,0.05453483
205,0.21683397
206,0.931280932
207,0.919518754
208,0.996135083
209,0.247535522
210,0.949661926
211,0.004687981
212,0.065627242
213,0.998524399
214,0.99826676
215,0.626054303
216,0.145955819
217,0.248890257
218,0.22337018
219,0.172461759
220,0.188032944
221,0.913286009
222,0.988306912
223,0.943479616
224,0.584931854
225,0.083274006
226,0.756617692
227,0.825945753
228,0.140617633
229,0.033431912
230,0.018144479
231,0.858587698
232,0.062229333
233,0.925152406
234,0.037760028
235,0.927526474
236,0.189039573
237,0.066185901
238,0.940543193
239,0.217650649
240,0.143220268
241,0.152253561
242,0.952056678
243,0.741705559
244,0.967901407
245,0.721195836
246,0.949942915
247,0.880152429
248,0.987873825
249,0.847041671
250,0.982769677
251,0.657664859
252,0.162191438
253,0.181931036
254,0.18537532
255,0.748410094
256,0.088534807
257,0.82807633
258,0.559541152
259,0.882561064
260,0.900083557
261,0.026272665
262,0.69759912
263,0.989586386
264,0.562733326
265,0.512539271
266,0.932042185
267,0.929603581
268,0.14839958
269,0.916852628
270,0.044718849
271,0.856215331
272,0.054142663
273,0.519655797
274,0.930896254
275,0.026682255
276,0.991753543
277,0.471076898
278,0.988570356
279,0.865821684
280,0.051181307
281,0.909981431
282,0.398086096
283,0.038077971
284,0.403156753
285,0.999840716
286,0.989620381
287,0.334411297
288,0.103853977
289,0.047359497
290,0.040394347
291,0.003946492
292,0.917274576
293,0.019625788
294,0.14372947
295,0.110613061
296,0.713300882
297,0.979306314
298,0.361899073
299,0.994516185
300,0.590231568
301,0.248372449
302,0.977887264
303,0.782673982
304,0.333453033
305,0.286016192
306,0.165189906
307,0.995178281
308,0.938464573
309,0.608841052
310,0.193806011
311,0.992082196
312,0.885711064
313,0.841261849
314,0.088979684
315,0.139446221
316,0.774717989
317,0.990644361
318,0.958433396
319,0.970390248
320,0.045479354
321,0.669007947
322,0.921126145
323,0.436737767
324,0.533992201
325,0.847071131
326,0.929071203
327,0.190597607
328,0.96337621
329,0.545552005
330,0.913738201
331,0.948847112
332,0.939543116
333,0.046082509
334,0.072390925
335,0.097866188
336,0.979764636
337,0.995575409
338,0.950206558
339,0.430042581
340,0.702620347
341,0.999274036
342,0.373942324
343,0.140088339
344,0.082649266
345,0.972493506
346,0.982636724
347,0.963382357
348,0.016954392
349,0.212488514
350,0.860848156
351,0.063958561
352,0.525801969
353,0.481019307
354,0.901935842
355,0.251787669
356,0.15727597
357,0.474772319
358,0.918331776
359,0.868936025
360,0.994043798
361,0.606840115
362,0.988607448
363,0.099921333
364,0.513762984
365,0.068941222
366,0.991348013
367,0.997658656
368,0.096164723
369,0.18272077
370,0.354914246
371,0.727822082
372,0.063328732
373,0.038609646
374,0.932085139
375,0.521284393
376,0.371830197
377,0.999826553
378,0.116287553
379,0.149200833
380,0.036217388
381,0.804343347
382,0.409632656
383,0.064080975
384,0.102885242
385,0.922473574
386,0.10462332
387,0.954958289
388,0.973370332
389,0.570458155
390,0.649232484
391,0.926961955
392,0.875717083
393,0.783406801
394,0.086626701
395,0.245869087
396,0.99756929
397,0.89449449
398,0.689237901
399,0.987141312
400,0.990477305
401,0.886108511
402,0.911079776
403,0.948992476
404,0.317852377
405,0.386366065
406,0.994704727
407,0.964379654
408,0.225106095
409,0.997917194
410,0.982373926
411,0.268604997
412,0.939708313
413,0.01989174
414,0.065713795
415,0.61938675
416,0.945082455
417,0.699554869
418,0.055145091
419,0.995396001
420,0.464048189
421,0.055518086
422,0.044705383
423,0.820777462
424,0.646206922
425,0.349987673
426,0.158326008
427,0.05980737
428,0.87631219
429,0.226513597
430,0.894239454
431,0.574935789
432,0.99855356
433,0.863569002
434,0.998021856
435,0.595155588
436,0.836876428
437,0.597096573
438,0.663685344
439,0.991881683
440,0.060725485
441,0.212714421
442,0.957608894
443,0.972382734
444,0.995259663
445,0.924166434
446,0.100373485
447,0.992133724
448,0.998108853
449,0.936646093
450,0.691914125
451,0.01271018
452,0.192818264
453,0.873935837
454,0.066774668
455,0.876126531
456,0.57482747
457,0.994910735
458,0.923754331
459,0.913284562
460,0.681863343
461,0.319086607
462,0.147927629
463,0.044232035
464,0.898772947
465,0.663531579
466,0.819568282
467,0.51031839
468,0.103955711
469,0.832720732
470,0.988206255
471,0.844926294
472,0.612476963
473,0.942743428
474,0.0593226
475,0.233138439
476,0.938914012
477,0.049736201
478,0.088280166
479,0.139872483
480,0.394415617
481,0.068431073
482,0.949280161
483,0.020878294
484,0.962271699
485,0.152065822
486,0.664006132
487,0.445760895
488,0.260086942
489,0.874366591
490,0.730595698
491,0.190390392
492,0.314803086
493,0.960435262
494,0.936223661
495,0.620006699
496,0.245635952
497,0.790895177
498,0.11656871
499,0.560166683
500,0.914883518
501,0.849042605
502,0.149598809
503,0.57467888
504,0.082349493
505,0.949108832
506,0.317626569
507,0.227384569
508,0.986008067
509,0.959061894
510,0.009457116
511,0.901271913
512,0.08726499
513,0.746308531
514,0.102235597
515,0.015752735
516,0.95047326
517,0.992820287
518,0.387123945
519,0.894593029
520,0.235884414
521,0.786766502
522,0.041693648
523,0.982354561
524,0.990549195
525,0.976989714
526,0.665382261
527,0.302591676
528,0.991987225
529,0.542944923
530,0.065760094
531,0.707146232
532,0.815022902
533,0.895528155
534,0.091559584
535,0.836736389
536,0.814225216
537,0.976778723
538,0.142203616
539,0.953245735
540,0.878500452
541,0.068245677
542,0.805496954
543,0.104536202
544,0.482513709
545,0.059988719
546,0.949638275
547,0.983880136
548,0.128256683
549,0.95164585
550,0.235839177
551,0.801268588
552,0.071686747
553,0.073273028
554,0.943874859
555,0.657569457
556,0.754977566
557,0.351943964
558,0.044408051
559,0.962919387
560,0.991083842
561,0.974467777
562,0.907673004
563,0.614024586
564,0.461244958
565,0.584638547
566,0.9759224
567,0.618299608
568,0.95328831
569,0.993362768
570,0.086193125
571,0.737016315
572,0.395864788
573,0.105284537
574,0.24782988
575,0.096079908
576,0.94031628
577,0.971991297
578,0.960818014
579,0.595734198
580,0.4804611
581,0.033146842
582,0.803825196
583,0.973226871
584,0.739719403
585,0.071447725
586,0.063552555
587,0.130218951
588,0.86788761
589,0.99342133
590,0.743425747
591,0.025593634
592,0.459522372
593,0.343150806
594,0.917190289
595,0.009195704
596,0.399462801
597,0.543994935
598,0.872668642
599,0.967459987
600,0.590660381
601,0.983377398
602,0.992910418
603,0.801274525
604,0.178433617
605,0.978643232
606,0.841478112
607,0.941730002
608,0.032684481
609,0.867103013
610,0.976686585
611,0.984215314
612,0.064335296
613,0.996764533
614,0.650878702
615,0.078817849
616,0.001415826
617,0.020525603
618,0.001202328
619,0.010532995
620,0.991142368
621,0.156120237
622,0.984496188
623,0.744936791
624,0.119336844
625,0.059818843
626,0.034477271
627,0.99966113
628,0.691811123
629,0.887496749
630,0.073794308
631,0.963743529
632,0.22607461
633,0.861260076
634,0.040456414
635,0.198392531
636,0.999795512
637,0.705075539
638,0.069193233
639,0.045880359
640,0.905523299
641,0.98855625
642,0.690691176
643,0.021079696
644,0.546752029
645,0.973622042
646,0.915905444
647,0.004011222
648,0.024088904
649,0.099980424
650,0.97030418
651,0.97226769
652,0.267429631
653,0.992103005
654,0.061227935
655,0.973412943
656,0.014771198
657,0.902691765
658,0.984910996
659,0.668884734
660,0.939990759
661,0.554883948
662,0.876540094
663,0.981858281
664,0.298528561
665,0.944426965
666,0.760322634
667,0.509473044
668,0.056509948
669,0.665035373
670,0.119619045
671,0.896222213
672,0.408986991
673,0.843821439
674,0.78786208
675,0.793628404
676,0.850661766
677,0.952600806
678,0.839504267
679,0.942500227
680,0.992857566
681,0.012392692
682,0.376839331
683,0.899807862
684,0.698011441
685,0.983539518
686,0.551581362
687,0.707900904
688,0.944735319
689,0.969044284
690,0.832982555
691,0.351351188
692,0.64835519
693,0.905467259
694,0.01477527
695,0.999173228
696,0.823839893
697,0.709253293
698,0.918976182
699,0.965669609
700,0.982145167
701,0.128352018
702,0.918938131
703,0.770245533
704,0.809766375
705,0.919441638
706,0.195330507
707,0.029491116
708,0.893856964
709,0.29041777
710,0.395389783
711,0.14590787
712,0.079976149
713,0.138321721
714,0.081052657
715,0.948004222
716,0.848232927
717,0.953857444
718,0.107632241
719,0.873855198
720,0.999576768
721,0.350850869
722,0.997326542
723,0.069758747
724,0.084378915
725,0.855593905
726,0.992693073
727,0.970611402
728,0.649153606
729,0.624740634
730,0.99951748
731,0.972046973
732,0.93202968
733,0.644925735
734,0.095112994
735,0.547073087
736,0.292894023
737,0.808303972
738,0.431374153
739,0.016632584
740,0.997372034
741,0.355620275
742,0.822920126
743,0.280093953
744,0.063734626
745,0.112278289
746,0.828447841
747,0.918475608
748,0.618601358
749,0.13233373
750,0.9976194
751,0.119640563
752,0.497216943
753,0.353788334
754,0.998075376
755,0.787253791
756,0.987294577
757,0.982552552
758,0.863907865
759,0.983272474
760,0.818822202
761,0.969224822
762,0.979742527
763,0.058783183
764,0.910448455
765,0.08874242
766,0.960697456
767,0.969812133
768,0.677544763
769,0.679385816
770,0.946298632
771,0.118795249
772,0.639982632
773,0.068273255
774,0.884219282
775,0.103852562
776,0.97663604
777,0.899830571
778,0.050102538
779,0.015029247
780,0.960166211
781,0.016186165
782,0.060934801
783,0.42010147
784,0.964927314
785,0.938977216
786,0.832043525
787,0.127599668
788,0.093871545
789,0.008865005
790,0.107285379
791,0.687819684
792,0.136404234
793,0.855197527
794,0.765119237
795,0.04464144
796,0.010865135
797,0.971441307
798,0.746423655
799,0.957256233
800,0.820018437
801,0.25319964
802,0.841027334
803,0.894051805
804,0.520466175
805,0.939170785
806,0.998238445
807,0.743851049
808,0.991366458
809,0.901443638
810,0.678226225
811,0.792501436
812,0.916881097
813,0.641536078
814,0.942820752
815,0.623926389
816,0.897873795
817,0.611815196
818,0.992634859
819,0.369263004
820,0.860582713
821,0.598389343
822,0.018760553
823,0.919183961
824,0.199636157
825,0.996110355
826,0.960818515
827,0.06332277
828,0.998945266
829,0.625524567
830,0.674176077
831,0.704989376
832,0.899428984
833,0.500021387
834,0.346419342
835,0.711324941
836,0.987395522
837,0.99752101
838,0.10942141
839,0.76400657
840,0.062618479
841,0.953067049
842,0.964348335
843,0.782707285
844,0.123274747
845,0.383123922
846,0.032225364
847,0.050938808
848,0.030059691
849,0.695865284
850,0.285297621
851,0.999704416
852,0.029420345
853,0.208259145
854,0.211272745
855,0.548823184
