1,0.58
2,0.555
3,0.89
4,0.12
5,0.12
6,0.77
7,0.11
8,0.1
9,0.88
10,0.06
11,0.84
12,0.69
13,0.12
14,0.77
15,0.81
16,0.88
17,0.64
18,0.9
19,0.89
20,0.63
21,0.68
22,0.16
23,0.79
24,0.07
25,0.25
26,0.87
27,0.08
28,0.36
29,0.31
30,0.94
31,0.78
32,0.12
33,0.12
34,0.94
35,0.61
36,0.15
37,0.24
38,0.09
39,0.66
40,0.04
41,0.68
42,0.38
43,0.88
44,0.72
45,0.93
46,0.92
47,0.63
48,0.77
49,0.88
50,0.3
51,0.94
52,0.51
53,0.82
54,0.95
55,0.92
56,0.94
57,0.07
58,0.61
59,0.68
60,0.9
61,0.64
62,0.06
63,0.76
64,0.81
65,0.15
66,0.495
67,0.9
68,0.19
69,0.73
70,0.84
71,0.18
72,0.41
73,0.1
74,0.66
75,0.19
76,0.18
77,0.18
78,0.92
79,0.69
80,0.79
81,0.96
82,0.14
83,0.91
84,0.88
85,0.9
86,0.94
87,0.94
88,0.06
89,0.88
90,0.05
91,0.86
92,0.28
93,0.06
94,0.55
95,0.9
96,0.91
97,0.46
98,0.79
99,0.605
100,0.44
101,0.9
102,0.82
103,0.9
104,0.62
105,0.295
106,0.87
107,0.91
108,0.92
109,0.755
110,0.56
111,0.04
112,0.83
113,0.93
114,0.78
115,0.88
116,0.23
117,0.81
118,0.865
119,0.04
120,0.84
121,0.06
122,0.88
123,0.09
124,0.93
125,0.86
126,0.77
127,0.51
128,0.13
129,0.9
130,0.86
131,0.08
132,0.3
133,0.88
134,0.13
135,0.02
136,0.32
137,0.9
138,0.87
139,0.57
140,0.22
141,0.86
142,0.93
143,0.37
144,0.28
145,0.83
146,0.73
147,0.82
148,0.68
149,0.76
150,0.73
151,0.89
152,0.11
153,0.79
154,0.72
155,0.3
156,0.86
157,0.91
158,0.9
159,0.85
160,0.91
161,0.24
162,0.95
163,0.91
164,0.14
165,0.87
166,0.03
167,0.85
168,0.67
169,0.43
170,0.78
171,0.11
172,0.13
173,0.47
174,0.85
175,0.89
176,0.8
177,0.94
178,0.725
179,0.25
180,0.18
181,0.25
182,0.045
183,0.8
184,0.85
185,0.86
186,0.79
187,0.9
188,0.88
189,0.95
190,0.94
191,0.61
192,0.75
193,0.19
194,0.1
195,0.87
196,0.6
197,0.42
198,0.91
199,0.33
200,0.12
201,0.78
202,0.07
203,0.12
204,0.05
205,0.1
206,0.97
207,0.86
208,0.93
209,0.29
210,0.89
211,0.23
212,0.03
213,0.85
214,0.91
215,0.78
216,0.22
217,0.044179104
218,0.49
219,0.38
220,0.23119403
221,0.75
222,0.92
223,0.89
224,0.79
225,0.13
226,0.87
227,0.58
228,0.16
229,0.13
230,0.16
231,0.8
232,0.055
233,0.96
234,0.11
235,0.88
236,0.39
237,0.15
238,0.72
239,0.53
240,0.08
241,0.09
242,0.86
243,0.815
244,0.89
245,0.77
246,0.87
247,0.76
248,0.88
249,0.74
250,0.95
251,0.72
252,0.1
253,0.06
254,0.14
255,0.8
256,0.1
257,0.93
258,0.48
259,0.56
260,0.95
261,0.29
262,0.93
263,0.9
264,0.88
265,0.5
266,0.97
267,0.82
268,0.14
269,0.89
270,0.11
271,0.77
272,0.09
273,0.64
274,0.86
275,0.05
276,0.91
277,0.42
278,0.96
279,0.9
280,0.06
281,0.86
282,0.5
283,0.09
284,0.585
285,0.91
286,0.89
287,0.46
288,0.12
289,0.07
290,0.14
291,0.16
292,0.97
293,0.08
294,0.12
295,0.08
296,0.94
297,0.91
298,0.67
299,0.95
300,0.76
301,0.12
302,0.94
303,0.78
304,0.5
305,0.27
306,0.1
307,0.91
308,0.95
309,0.53
310,0.27
311,0.94
312,0.77
313,0.86
314,0.18
315,0.11
316,0.71
317,0.93
318,0.91
319,0.91
320,0.17
321,0.84
322,0.78
323,0.63
324,0.61
325,0.78
326,0.89
327,0.06
328,0.87
329,0.73
330,0.89
331,0.8
332,0.86
333,0.02
334,0.03
335,0.12
336,0.86
337,0.83
338,0.93
339,0.58
340,0.72
341,0.93
342,0.43
343,0.32
344,0.45
345,0.91
346,0.92
347,0.83
348,0.1
349,0.2
350,0.85
351,0.13
352,0.52
353,0.735
354,0.92
355,0.45
356,0.13
357,0.57
358,0.93
359,0.86
360,0.88
361,0.48
362,0.97
363,0.11
364,0.55
365,0.07
366,0.93
367,0.9
368,0.04
369,0.315
370,0.37
371,0.78
372,0.18
373,0.11
374,0.89
375,0.25
376,0.5
377,0.92
378,0.42
379,0.09
380,0.03
381,0.89
382,0.42
383,0.11
384,0.06
385,0.86
386,0.13
387,0.92
388,0.86
389,0.76
390,0.7
391,0.9
392,0.91
393,0.75
394,0.04
395,0.11
396,0.92
397,0.73
398,0.64
399,0.93
400,0.9
401,0.85
402,0.91
403,0.87
404,0.34
405,0.46
406,0.94
407,0.88
408,0.55
409,0.91
410,0.93
411,0.36
412,0.72
413,0.19
414,0.03
415,0.72
416,0.92
417,0.71
418,0.08
419,0.94
420,0.57
421,0.02
422,0.12
423,0.9
424,0.65
425,0.33
426,0.08
427,0.07
428,0.9
429,0.11
430,0.9
431,0.64
432,0.8
433,0.8
434,0.92
435,0.41
436,0.91
437,0.805
438,0.67
439,0.93
440,0.09
441,0.19
442,0.88
443,0.91
444,0.9
445,0.91
446,0.09
447,0.91
448,0.89
449,0.73
450,0.82
451,0.26
452,0.535
453,0.92
454,0.07
455,0.9
456,0.78
457,0.88
458,0.82
459,0.76
460,0.78
461,0.34
462,0.02
463,0.06
464,0.71
465,0.87
466,0.81
467,0.69
468,0.1
469,0.84
470,0.94
471,0.77
472,0.61
473,0.86
474,0.05
475,0.31
476,0.89
477,0.04
478,0.18
479,0.06
480,0.33
481,0.07
482,0.85
483,0.06
484,0.87
485,0.13
486,0.88
487,0.58
488,0.17
489,0.84
490,0.86
