GeneId,Prediction
1,0.398175836
2,0.515203297
3,0.954120874
4,0.127468079
5,0.116325684
6,0.869788885
7,0.072292142
8,0.03723523
9,0.937981844
10,0.056159284
11,0.727687895
12,0.924793839
13,0.107168056
14,0.750614703
15,0.931738317
16,0.974862695
17,0.617564619
18,0.906585932
19,0.983773291
20,0.46946454
21,0.693293989
22,0.165803343
23,0.922751963
24,0.056183729
25,0.094748348
26,0.977736294
27,0.01656745
28,0.381153643
29,0.266830236
30,0.996340752
31,0.772887766
32,0.068949394
33,0.115965337
34,0.937077224
35,0.471556455
36,0.176268905
37,0.11192295
38,0.16325447
39,0.49146691
40,0.031340435
41,0.752612531
42,0.497846246
43,0.931220889
44,0.640190005
45,0.998771191
46,0.96886754
47,0.713751256
48,0.663056612
49,0.971219242
50,0.18275778
51,0.928716004
52,0.450519532
53,0.841306269
54,0.946475387
55,0.98300004
56,0.984125137
57,0.075126179
58,0.511950016
59,0.852562129
60,0.808826089
61,0.475857943
62,0.151857227
63,0.547360599
64,0.887335241
65,0.124124527
66,0.555071771
67,0.880182564
68,0.140484825
69,0.880724788
70,0.958770931
71,0.04921129
72,0.170280516
73,0.028797846
74,0.713510275
75,0.185383841
76,0.150811166
77,0.214719504
78,0.950056255
79,0.742537498
80,0.744433582
81,0.974874258
82,0.089470409
83,0.905411422
84,0.988836288
85,0.854074895
86,0.949665725
87,0.94670409
88,0.020458242
89,0.970219433
90,0.043731701
91,0.808692694
92,0.225753069
93,0.115904346
94,0.66148442
95,0.949040115
96,0.920112789
97,0.48715198
98,0.969732344
99,0.500510573
100,0.658303738
101,0.965717494
102,0.936275542
103,0.939608634
104,0.876836717
105,0.256270021
106,0.925932407
107,0.867317319
108,0.855248988
109,0.825467706
110,0.525204301
111,0.065501682
112,0.797930956
113,0.904188752
114,0.880553722
115,0.88131541
116,0.130117059
117,0.772123516
118,0.785381794
119,0.07826139
120,0.79997319
121,0.045318272
122,0.865336299
123,0.071239851
124,0.967383862
125,0.788238943
126,0.838263571
127,0.439000756
128,0.057463054
129,0.929216206
130,0.800105274
131,0.06906274
132,0.104519516
133,0.993287742
134,0.055227283
135,0.073644511
136,0.492544711
137,0.924933076
138,0.926282525
139,0.48927784
140,0.09610495
141,0.949484885
142,0.918779135
143,0.339837909
144,0.124194779
145,0.901893735
146,0.676127553
147,0.896656215
148,0.874335587
149,0.773634493
150,0.826038122
151,0.904513597
152,0.079040147
153,0.689017594
154,0.616282046
155,0.132021159
156,0.755635917
157,0.958426297
158,0.950964332
159,0.885258913
160,0.970767379
161,0.122936264
162,0.938874662
163,0.982754171
164,0.109232605
165,0.938179135
166,0.080984108
167,0.986285806
168,0.635977566
169,0.289658755
170,0.622713208
171,0.123139828
172,0.085861631
173,0.383671194
174,0.98194164
175,0.901720643
176,0.746556044
177,0.882475495
178,0.712271571
179,0.120688498
180,0.05058619
181,0.237921983
182,0.119945042
183,0.814090252
184,0.777464747
185,0.766762614
186,0.942122936
187,0.92578733
188,0.952070892
189,0.88326323
190,0.97477603
191,0.501911283
192,0.949803889
193,0.213462681
194,0.122906938
195,0.800827682
196,0.74537605
197,0.240900666
198,0.92296797
199,0.399278879
200,0.965346813
201,0.833530486
202,0.04523892
203,0.148128778
204,0.059285041
205,0.139056623
206,0.932640254
207,0.929552734
208,0.991648257
209,0.317136467
210,0.961739898
211,0.012799198
212,0.080422893
213,0.942179024
214,0.982884169
215,0.784923732
216,0.215635821
217,0.246022001
218,0.421847463
219,0.315545976
220,0.227261975
221,0.452593297
222,0.972887158
223,0.942159057
224,0.57405436
225,0.077428587
226,0.805600047
227,0.299470067
228,0.05854449
229,0.084448025
230,0.103572555
231,0.876422167
232,0.055598691
233,0.957930207
234,0.087682493
235,0.835932434
236,0.19791387
237,0.086891152
238,0.825855732
239,0.515553594
240,0.098863378
241,0.051735643
242,0.895393133
243,0.843674779
244,0.924015343
245,0.784237683
246,0.967525959
247,0.688064873
248,0.995235264
249,0.671153247
250,0.975812674
251,0.770593464
252,0.119567879
253,0.134272501
254,0.084101304
255,0.791108906
256,0.100820422
257,0.894265652
258,0.355769277
259,0.797968686
260,0.904474795
261,0.147156656
262,0.823236048
263,0.961674333
264,0.793222427
265,0.442193955
266,0.980520606
267,0.877043009
268,0.110433511
269,0.90897733
270,0.084204279
271,0.879319191
272,0.090423062
273,0.770681977
274,0.910536349
275,0.055988479
276,0.990961969
277,0.346835375
278,0.983077168
279,0.859077156
280,0.023402113
281,0.907020867
282,0.407593727
283,0.040605221
284,0.535488009
285,0.99944663
286,0.955567002
287,0.377792567
288,0.134261236
289,0.038740154
290,0.039106172
291,0.004851299
292,0.950230241
293,0.054800507
294,0.090821408
295,0.142009348
296,0.945729673
297,0.944855809
298,0.55468899
299,0.986911952
300,0.72343719
301,0.096320808
302,0.959589839
303,0.699392498
304,0.664418399
305,0.297682673
306,0.11573112
307,0.967573106
308,0.871827185
309,0.707503438
310,0.2639817
311,0.945237815
312,0.823208988
313,0.766596615
314,0.081210211
315,0.11629571
316,0.534455538
317,0.952968419
318,0.964763105
319,0.931316078
320,0.119104028
321,0.849239409
322,0.879503191
323,0.540922284
324,0.638070166
325,0.737402976
326,0.937905133
327,0.083414957
328,0.933852375
329,0.557392895
330,0.970192194
331,0.886109591
332,0.905292034
333,0.061409608
334,0.094023138
335,0.150829628
336,0.90426141
337,0.975201547
338,0.923967063
339,0.581349015
340,0.755755842
341,0.998153269
342,0.317666829
343,0.112008929
344,0.032399949
345,0.965542436
346,0.928855658
